"","SYMBOL","ENSEMBL","ENTREZID"
"22406","KLHL10","ENSG00000161594","317719"
"22407","SPHKAP","ENSG00000153820","80309"
"22408","RLN3","ENSG00000171136","117579"
"22409","RLN3","ENSG00000288474","117579"
"22410","MIR3180-5","ENSG00000264397","100500916"
"22411","CNTNAP5","ENSG00000155052","129684"
"22412","KCNJ9","ENSG00000162728","3765"
"22413","WDR38","ENSG00000136918","401551"
"22414","LINC02789","ENSG00000231718","400800"
"22415","SNHG15","ENSG00000232956","285958"
"22416","TMEM204","ENSG00000131634","79652"
"22417","PDYN","ENSG00000101327","5173"
"22418","BEST2","ENSG00000039987","54831"
"22419","LINC01455","ENSG00000250888","105616916"
"22420","NME6","ENSG00000172113","10201"
"22421","MAN1A2","ENSG00000198162","10905"
"22422","SOX9-AS1","ENSG00000234899","400618"
"22423","MAS1","ENSG00000130368","4142"
"22424","CDKN2B","ENSG00000147883","1030"
"22425","ADAMTS15","ENSG00000166106","170689"
"22426","MIR1302-3","ENSG00000221055","100302128"
"22427","BHLHE23","ENSG00000125533","128408"
"22428","ZBTB4","ENSG00000174282","57659"
"22429","ZBTB4","ENSG00000283868","57659"
"22430","SRSF5","ENSG00000100650","6430"
"22431","GSTA4","ENSG00000170899","2941"
"22432","STOX1","ENSG00000165730","219736"
"22433","GTF3C6","ENSG00000155115","112495"
"22434","GCLM","ENSG00000023909","2730"
"22435","REG4","ENSG00000134193","83998"
"22436","CEBPA-DT","ENSG00000267296","80054"
"22437","SLC35G4","ENSG00000236396","646000"
"22438","MAP4K2","ENSG00000168067","5871"
"22439","ROS1","ENSG00000047936","6098"
"22440","TMEM42","ENSG00000169964","131616"
"22441","TMEM42","ENSG00000280516","131616"
"22442","C17orf49","ENSG00000258315","124944"
"22443","ZNF415","ENSG00000170954","55786"
"22444","EHD4-AS1","ENSG00000259883","101928363"
"22445","NLRP2","ENSG00000022556","55655"
"22446","NLRP2","ENSG00000277060","55655"
"22447","NLRP2","ENSG00000273992","55655"
"22448","NLRP2","ENSG00000275843","55655"
"22449","NLRP2","ENSG00000274638","55655"
"22450","NLRP2","ENSG00000275796","55655"
"22451","NLRP2","ENSG00000278682","55655"
"22452","NLRP2","ENSG00000275399","55655"
"22453","NLRP2","ENSG00000278789","55655"
"22454","NLRP2","ENSG00000275082","55655"
"22455","CACNA1C-AS2","ENSG00000256271","100874235"
"22456","LOC105370757","ENSG00000241818","105370757"
"22457","LINC02639","ENSG00000230573","105376365"
"22458","OR10J5","ENSG00000184155","127385"
"22459","DYNAP","ENSG00000178690","284254"
"22460","SIGLEC17P","ENSG00000171101","284367"
"22461","IGIP","ENSG00000182700","492311"
"22462","TMEM161B","ENSG00000164180","153396"
"22463","RNASEH1-AS1","ENSG00000234171","100506054"
"22464","SNORD3H","ENSG00000207215","109617016"
"22465","SNORD14A","ENSG00000272034","26822"
"22466","CSNK1D","ENSG00000141551","1453"
"22467","OR6V1","ENSG00000225781","346517"
"22468","OR6V1","ENSG00000277378","346517"
"22469","DYRK2","ENSG00000127334","8445"
"22470","LOC101928002","ENSG00000247131","101928002"
"22471","OLIG1","ENSG00000184221","116448"
"22472","RTL1","ENSG00000254656","388015"
"22473","RD3","ENSG00000198570","343035"
"22474","SIL1","ENSG00000120725","64374"
"22475","DTL","ENSG00000143476","51514"
"22476","DRD4","ENSG00000069696","1815"
"22477","DRD4","ENSG00000276825","1815"
"22478","SFXN2","ENSG00000156398","118980"
"22479","INSYN1","ENSG00000205363","388135"
"22480","CFAP74","ENSG00000142609","85452"
"22481","AMER3","ENSG00000178171","205147"
"22482","COL25A1-DT","ENSG00000246774","645078"
"22483","KIAA2012","ENSG00000182329","100652824"
"22484","FAM214B","ENSG00000005238","80256"
"22485","DDIT4L","ENSG00000145358","115265"
"22486","ESR2","ENSG00000140009","2100"
"22487","MADCAM1","ENSG00000099866","8174"
"22488","COMMD4","ENSG00000140365","54939"
"22489","NTRK2","ENSG00000148053","4915"
"22490","LILRA6","ENSG00000244482","79168"
"22491","LILRA6","ENSG00000275584","79168"
"22492","LILRA6","ENSG00000275539","79168"
"22493","LILRA6","ENSG00000277177","79168"
"22494","LILRA6","ENSG00000274148","79168"
"22495","TRMT2B","ENSG00000188917","79979"
"22496","SDF2","ENSG00000132581","6388"
"22497","XPNPEP1","ENSG00000108039","7511"
"22498","ASAP3","ENSG00000088280","55616"
"22499","ASAP3","ENSG00000282854","55616"
"22500","KHDC3L","ENSG00000203908","154288"
"22501","WNK1","ENSG00000060237","65125"
"22502","MBTPS2","ENSG00000012174","51360"
"22503","WDTC1","ENSG00000142784","23038"
"22504","SMAD1-AS1","ENSG00000250902","104326058"
"22505","THAP2","ENSG00000173451","83591"
"22506","LOC101928525","ENSG00000226706","101928525"
"22507","FAM13B","ENSG00000031003","51306"
"22508","TRMT13","ENSG00000122435","54482"
"22509","LINC01229","ENSG00000260876","101928248"
"22510","NEK11","ENSG00000114670","79858"
"22511","FABP12","ENSG00000197416","646486"
"22512","AKAP10","ENSG00000108599","11216"
"22513","CDO1","ENSG00000129596","1036"
"22514","TMEM201","ENSG00000188807","199953"
"22515","RHOXF1-AS1","ENSG00000258545","101928969"
"22516","MAP2K1","ENSG00000169032","5604"
"22517","CSNK1E","ENSG00000213923","1454"
"22518","NR1H4","ENSG00000012504","9971"
"22519","PKD2L2","ENSG00000078795","27039"
"22520","SLITRK2","ENSG00000185985","84631"
"22521","POC1B","ENSG00000139323","282809"
"22522","INIP","ENSG00000148153","58493"
"22523","BCDIN3D-AS1","ENSG00000258057","100286844"
"22524","CYTH2","ENSG00000105443","9266"
"22525","FOCAD","ENSG00000188352","54914"
"22526","LOC102723566","ENSG00000225032","102723566"
"22527","FGF23","ENSG00000118972","8074"
"22528","ATP1A4","ENSG00000132681","480"
"22529","COL6A6","ENSG00000206384","131873"
"22530","ARSJ","ENSG00000180801","79642"
"22531","LOC105369306","ENSG00000233393","105369306"
"22532","MIR210HG","ENSG00000247095","100506211"
"22533","LOC728554","ENSG00000170089","728554"
"22534","TTBK2","ENSG00000128881","146057"
"22535","FCER2","ENSG00000104921","2208"
"22536","THAP9-AS1","ENSG00000251022","100499177"
"22537","LOC101927502","ENSG00000233926","101927502"
"22538","OR7E91P","ENSG00000205847","79315"
"22539","MIR762HG","ENSG00000260083","101928736"
"22540","FNBP1","ENSG00000187239","23048"
"22541","CLEC2D","ENSG00000069493","29121"
"22542","GSX1","ENSG00000169840","219409"
"22543","OR2AE1","ENSG00000244623","81392"
"22544","KRTDAP","ENSG00000188508","388533"
"22545","LINC02541","ENSG00000230943","101927686"
"22546","LIN28B-AS1","ENSG00000203809","100113403"
"22547","HYKK","ENSG00000188266","123688"
"22548","GAS2","ENSG00000148935","2620"
"22549","PDGFD","ENSG00000170962","80310"
"22550","CXXC4","ENSG00000168772","80319"
"22551","FAM50B","ENSG00000145945","26240"
"22552","FAM50B","ENSG00000238158","26240"
"22553","SNORA20","ENSG00000207392","677806"
"22554","LOC105370969","ENSG00000259704","105370969"
"22555","TEX26","ENSG00000175664","122046"
"22556","UST","ENSG00000111962","10090"
"22557","SH3RF1","ENSG00000154447","57630"
"22558","LINC02514","ENSG00000250042","105377602"
"22559","CDH15","ENSG00000129910","1013"
"22560","ASB6","ENSG00000148331","140459"
"22561","POMGNT2","ENSG00000144647","84892"
"22562","POLR2M","ENSG00000255529","81488"
"22563","CLTRN","ENSG00000147003","57393"
"22564","TMEM235","ENSG00000204278","283999"
"22565","TACSTD2","ENSG00000184292","4070"
"22566","MLC1","ENSG00000100427","23209"
"22567","VSX1","ENSG00000100987","30813"
"22568","TCF7L2","ENSG00000148737","6934"
"22569","PGC","ENSG00000096088","5225"
"22570","ACSL5","ENSG00000197142","51703"
"22571","MS4A4A","ENSG00000110079","51338"
"22572","CDSN","ENSG00000204539","1041"
"22573","CDSN","ENSG00000137197","1041"
"22574","CDSN","ENSG00000237165","1041"
"22575","CDSN","ENSG00000206460","1041"
"22576","CDSN","ENSG00000237123","1041"
"22577","CDSN","ENSG00000237114","1041"
"22578","ORMDL1","ENSG00000128699","94101"
"22579","EMD","ENSG00000102119","2010"
"22580","SLC4A3","ENSG00000114923","6508"
"22581","SNORA14A","ENSG00000201643","677801"
"22582","SEMA6D","ENSG00000137872","80031"
"22583","TMCO2","ENSG00000188800","127391"
"22584","TCTEX1D2","ENSG00000213123","255758"
"22585","FNIP1","ENSG00000217128","96459"
"22586","INKA1","ENSG00000185614","389119"
"22587","SCIMP","ENSG00000161929","388325"
"22588","SMCO1","ENSG00000214097","255798"
"22589","LINC01758","ENSG00000229639","105378788"
"22590","NELFE","ENSG00000204356","7936"
"22591","NELFE","ENSG00000206357","7936"
"22592","NELFE","ENSG00000206268","7936"
"22593","NELFE","ENSG00000233801","7936"
"22594","NELFE","ENSG00000229363","7936"
"22595","NELFE","ENSG00000231044","7936"
"22596","TTC9C","ENSG00000162222","283237"
"22597","LOC101927051","ENSG00000233360","101927051"
"22598","CARD17","ENSG00000255221","440068"
"22599","HIVEP1","ENSG00000095951","3096"
"22600","NKAIN3","ENSG00000185942","286183"
"22601","DGCR8","ENSG00000128191","54487"
"22602","LINC01205","ENSG00000228980","401082"
"22603","ADAP1","ENSG00000105963","11033"
"22604","CDRT15","ENSG00000223510","146822"
"22605","CDK8","ENSG00000132964","1024"
"22606","DR1","ENSG00000117505","1810"
"22607","IL12A-AS1","ENSG00000244040","101928376"
"22608","TFDP1","ENSG00000198176","7027"
"22609","METTL21C","ENSG00000139780","196541"
"22610","USP33","ENSG00000077254","23032"
"22611","LINC00865","ENSG00000232229","643529"
"22612","AOC4P","ENSG00000260105","90586"
"22613","LINC02837","ENSG00000264464","101928144"
"22614","MTRNR2L6","ENSG00000270672","100463482"
"22615","MTRNR2L6","ENSG00000282017","100463482"
"22616","ITGB6","ENSG00000115221","3694"
"22617","HNRNPA0","ENSG00000177733","10949"
"22618","GC","ENSG00000145321","2638"
"22619","TCTE3","ENSG00000184786","6991"
"22620","TCTE3","ENSG00000275368","6991"
"22621","TP53TG3C","ENSG00000205457","653550"
"22622","ELAVL3","ENSG00000196361","1995"
"22623","LEF1","ENSG00000138795","51176"
"22624","RAPGEF5","ENSG00000136237","9771"
"22625","MYH2","ENSG00000125414","4620"
"22626","LOC112268176","ENSG00000261090","112268176"
"22627","CCDC7","ENSG00000216937","79741"
"22628","HLA-DPB1","ENSG00000223865","3115"
"22629","HLA-DPB1","ENSG00000237710","3115"
"22630","HLA-DPB1","ENSG00000230763","3115"
"22631","HLA-DPB1","ENSG00000215048","3115"
"22632","HLA-DPB1","ENSG00000230708","3115"
"22633","HLA-DPB1","ENSG00000226826","3115"
"22634","HLA-DPB1","ENSG00000236693","3115"
"22635","HLA-DPB1","ENSG00000229295","3115"
"22636","PKNOX2-AS1","ENSG00000254880","103695364"
"22637","LINC00896","ENSG00000236499","150197"
"22638","SNORA55","ENSG00000201457","677834"
"22639","ARLNC1","ENSG00000260896","100996425"
"22640","CRAT37","ENSG00000258551","101926928"
"22641","CLK1","ENSG00000013441","1195"
"22642","ABCC6","ENSG00000091262","368"
"22643","ABCC6","ENSG00000275331","368"
"22644","PPIAP46","ENSG00000260266","729739"
"22645","RALY","ENSG00000125970","22913"
"22646","LOC441239","ENSG00000189316","441239"
"22647","GCNT3","ENSG00000140297","9245"
"22648","PITPNA-AS1","ENSG00000236618","100306951"
"22649","LOC105378464","ENSG00000237761","105378464"
"22650","TMPRSS11F","ENSG00000198092","389208"
"22651","OR8D1","ENSG00000196341","283159"
"22652","INKA2-AS1","ENSG00000227811","100506343"
"22653","HAUS2","ENSG00000137814","55142"
"22654","ATP1B1","ENSG00000143153","481"
"22655","CTAGE10P","ENSG00000181358","220429"
"22656","CROCC","ENSG00000058453","9696"
"22657","PARN","ENSG00000140694","5073"
"22658","PARN","ENSG00000274829","5073"
"22659","CFAP157","ENSG00000160401","286207"
"22660","RBM4","ENSG00000173933","5936"
"22661","RFC5","ENSG00000111445","5985"
"22662","LINC01804","ENSG00000231031","101926966"
"22663","LOC728660","ENSG00000233145","728660"
"22664","EBF1","ENSG00000164330","1879"
"22665","AGFG1","ENSG00000173744","3267"
"22666","IZUMO1R","ENSG00000183560","390243"
"22667","TNS1","ENSG00000079308","7145"
"22668","APH1B","ENSG00000138613","83464"
"22669","SFSWAP","ENSG00000061936","6433"
"22670","KDM4A","ENSG00000066135","9682"
"22671","APBA1","ENSG00000107282","320"
"22672","APBA1","ENSG00000276497","320"
"22673","HOXC6","ENSG00000197757","3223"
"22674","SEMA3G","ENSG00000010319","56920"
"22675","ZGRF1","ENSG00000138658","55345"
"22676","NPHS2","ENSG00000116218","7827"
"22677","FOXD3-AS1","ENSG00000230798","100996301"
"22678","NTM","ENSG00000182667","50863"
"22679","CNTNAP2","ENSG00000174469","26047"
"22680","CNTNAP2","ENSG00000278728","26047"
"22681","MCM7","ENSG00000166508","4176"
"22682","CRPPA","ENSG00000214960","729920"
"22683","NXPE1","ENSG00000095110","120400"
"22684","LINC02106","ENSG00000251573","100287592"
"22685","CA9","ENSG00000107159","768"
"22686","DNAJC13","ENSG00000138246","23317"
"22687","OCM","ENSG00000122543","654231"
"22688","TARBP2","ENSG00000139546","6895"
"22689","POU4F2","ENSG00000151615","5458"
"22690","GPR25","ENSG00000170128","2848"
"22691","WWC1","ENSG00000113645","23286"
"22692","KIAA1143","ENSG00000163807","57456"
"22693","KIAA1143","ENSG00000281665","57456"
"22694","LOC101927359","ENSG00000250241","101927359"
"22695","RBM20","ENSG00000203867","282996"
"22696","P2RY12","ENSG00000169313","64805"
"22697","RSF1","ENSG00000048649","51773"
"22698","LINC00698","ENSG00000244342","285401"
"22699","SHLD3","ENSG00000253251","112441434"
"22700","KIR3DL3","ENSG00000242019","115653"
"22701","KIR3DL3","ENSG00000276084","115653"
"22702","KIR3DL3","ENSG00000276572","115653"
"22703","KIR3DL3","ENSG00000276875","115653"
"22704","KIR3DL3","ENSG00000278490","115653"
"22705","KIR3DL3","ENSG00000274763","115653"
"22706","KIR3DL3","ENSG00000275513","115653"
"22707","KIR3DL3","ENSG00000273502","115653"
"22708","KIR3DL3","ENSG00000274724","115653"
"22709","KIR3DL3","ENSG00000275062","115653"
"22710","KIR3DL3","ENSG00000274556","115653"
"22711","KIR3DL3","ENSG00000274254","115653"
"22712","KIR3DL3","ENSG00000278729","115653"
"22713","KIR3DL3","ENSG00000274639","115653"
"22714","KIR3DL3","ENSG00000274394","115653"
"22715","KIR3DL3","ENSG00000276086","115653"
"22716","KIR3DL3","ENSG00000276433","115653"
"22717","KIR3DL3","ENSG00000276328","115653"
"22718","KIR3DL3","ENSG00000277620","115653"
"22719","KIR3DL3","ENSG00000274786","115653"
"22720","KIR3DL3","ENSG00000275172","115653"
"22721","KIR3DL3","ENSG00000278723","115653"
"22722","KIR3DL3","ENSG00000276806","115653"
"22723","KIR3DL3","ENSG00000274511","115653"
"22724","KIR3DL3","ENSG00000274696","115653"
"22725","KIR3DL3","ENSG00000276930","115653"
"22726","KIR3DL3","ENSG00000277028","115653"
"22727","KIR3DL3","ENSG00000277552","115653"
"22728","KIR3DL3","ENSG00000277392","115653"
"22729","KIR3DL3","ENSG00000274480","115653"
"22730","KIR3DL3","ENSG00000275433","115653"
"22731","KIR3DL3","ENSG00000276196","115653"
"22732","KIR3DL3","ENSG00000284104","115653"
"22733","KIR3DL3","ENSG00000283875","115653"
"22734","KIR3DL3","ENSG00000283823","115653"
"22735","KIR3DL3","ENSG00000283966","115653"
"22736","KIR3DL3","ENSG00000284480","115653"
"22737","KIR3DL3","ENSG00000284086","115653"
"22738","KIR3DL3","ENSG00000283915","115653"
"22739","KIR3DL3","ENSG00000284371","115653"
"22740","KIR3DL3","ENSG00000284127","115653"
"22741","PADI3","ENSG00000142619","51702"
"22742","PADI3","ENSG00000280549","51702"
"22743","CSTF2T","ENSG00000177613","23283"
"22744","CYP7A1","ENSG00000167910","1581"
"22745","TBX18","ENSG00000112837","9096"
"22746","SCOC-AS1","ENSG00000196951","100129858"
"22747","CEBPG","ENSG00000153879","1054"
"22748","NKX2-8","ENSG00000136327","26257"
"22749","ZNF296","ENSG00000170684","162979"
"22750","YTHDF2","ENSG00000198492","51441"
"22751","VAC14","ENSG00000103043","55697"
"22752","MDH1","ENSG00000014641","4190"
"22753","TTC34","ENSG00000215912","100287898"
"22754","TTC34","ENSG00000275571","100287898"
"22755","CACNB2","ENSG00000165995","783"
"22756","ZNF474","ENSG00000164185","133923"
"22757","B4GALT5","ENSG00000158470","9334"
"22758","HLA-DRA","ENSG00000204287","3122"
"22759","HLA-DRA","ENSG00000230726","3122"
"22760","HLA-DRA","ENSG00000206308","3122"
"22761","HLA-DRA","ENSG00000227993","3122"
"22762","HLA-DRA","ENSG00000234794","3122"
"22763","HLA-DRA","ENSG00000228987","3122"
"22764","HLA-DRA","ENSG00000226260","3122"
"22765","EXOC7","ENSG00000182473","23265"
"22766","DTX4","ENSG00000110042","23220"
"22767","KCNK9","ENSG00000169427","51305"
"22768","OR2T33","ENSG00000177212","391195"
"22769","ADRA1A","ENSG00000120907","148"
"22770","H3P28","ENSG00000220347","115482699"
"22771","FOXO3","ENSG00000118689","2309"
"22772","ERMN","ENSG00000136541","57471"
"22773","LOC101928844","ENSG00000267709","101928844"
"22774","ADGRG3","ENSG00000182885","222487"
"22775","LARP1B","ENSG00000138709","55132"
"22776","PSMA4","ENSG00000041357","5685"
"22777","LPCAT1","ENSG00000153395","79888"
"22778","LPCAT1","ENSG00000275079","79888"
"22779","LOC102723322","ENSG00000260493","102723322"
"22780","CWC15","ENSG00000150316","51503"
"22781","LRRIQ4","ENSG00000188306","344657"
"22782","S100A4","ENSG00000196154","6275"
"22783","MED13L","ENSG00000123066","23389"
"22784","LINC01414","ENSG00000253554","102724623"
"22785","UCN","ENSG00000163794","7349"
"22786","KLKP1","ENSG00000197588","606293"
"22787","CDC42BPA","ENSG00000143776","8476"
"22788","ARCN1","ENSG00000095139","372"
"22789","ZUP1","ENSG00000153975","221302"
"22790","TGDS","ENSG00000088451","23483"
"22791","SLC2A9","ENSG00000109667","56606"
"22792","BANK1","ENSG00000153064","55024"
"22793","ALOX12-AS1","ENSG00000215067","100506713"
"22794","USP51","ENSG00000247746","158880"
"22795","SPG11","ENSG00000104133","80208"
"22796","SEPTIN4","ENSG00000108387","5414"
"22797","SEPTIN4","ENSG00000181013","5414"
"22798","RNF113B","ENSG00000139797","140432"
"22799","SLC45A2","ENSG00000164175","51151"
"22800","SLC45A2","ENSG00000281919","51151"
"22801","LINC00184","ENSG00000224939","100302691"
"22802","GAMT","ENSG00000130005","2593"
"22803","SPAG16-DT","ENSG00000196096","100130451"
"22804","GARNL3","ENSG00000136895","84253"
"22805","TMEM37","ENSG00000171227","140738"
"22806","BAZ2B","ENSG00000123636","29994"
"22807","BAZ2B","ENSG00000226266","29994"
"22808","PPP2CB","ENSG00000104695","5516"
"22809","SPESP1","ENSG00000258484","246777"
"22810","KIAA1671","ENSG00000197077","85379"
"22811","MLN","ENSG00000096395","4295"
"22812","MAP2K7","ENSG00000076984","5609"
"22813","CAMK2N2","ENSG00000163888","94032"
"22814","NUFIP2","ENSG00000108256","57532"
"22815","ATXN7L2","ENSG00000162650","127002"
"22816","GPC6","ENSG00000183098","10082"
"22817","SRRM2","ENSG00000167978","23524"
"22818","SEMA4G","ENSG00000095539","57715"
"22819","SNHG16","ENSG00000163597","100507246"
"22820","PRKAB2","ENSG00000131791","5565"
"22821","TNMD","ENSG00000000005","64102"
"22822","HAT1","ENSG00000128708","8520"
"22823","RBL2","ENSG00000103479","5934"
"22824","SLC25A51","ENSG00000122696","92014"
"22825","REG1A","ENSG00000115386","5967"
"22826","LOC645188","ENSG00000223438","645188"
"22827","VAC14-AS1","ENSG00000214353","100130894"
"22828","FLRT1","ENSG00000126500","23769"
"22829","ATP13A2","ENSG00000159363","23400"
"22830","LINC01778","ENSG00000223382","105378622"
"22831","LOC101928402","ENSG00000232412","101928402"
"22832","DIPK2A","ENSG00000181744","205428"
"22833","FAM49B","ENSG00000153310","51571"
"22834","SLC4A1AP","ENSG00000163798","22950"
"22835","NBPF1","ENSG00000219481","55672"
"22836","PDZD9","ENSG00000155714","255762"
