"","SYMBOL","ENSEMBL","ENTREZID"
"15126","LINC00382","ENSG00000229175","101927195"
"15127","GMNN","ENSG00000112312","51053"
"15128","HNF4G","ENSG00000164749","3174"
"15129","EBLN2","ENSG00000255423","55096"
"15130","COASY","ENSG00000068120","80347"
"15131","MGST2","ENSG00000085871","4258"
"15132","CNGB3","ENSG00000170289","54714"
"15133","PSRC1","ENSG00000134222","84722"
"15134","ZDHHC22","ENSG00000177108","283576"
"15135","LRRC30","ENSG00000206422","339291"
"15136","GTF2E2","ENSG00000197265","2961"
"15137","PCDH1","ENSG00000156453","5097"
"15138","EIF4EBP1","ENSG00000187840","1978"
"15139","RNF157","ENSG00000141576","114804"
"15140","WDR3","ENSG00000065183","10885"
"15141","ZNF30","ENSG00000168661","90075"
"15142","SLC9A7","ENSG00000065923","84679"
"15143","PCDH8","ENSG00000136099","5100"
"15144","LINC02076","ENSG00000220161","400579"
"15145","OR6S1","ENSG00000181803","341799"
"15146","GDF5OS","ENSG00000204183","554250"
"15147","EIF4EBP2","ENSG00000148730","1979"
"15148","SRGAP1","ENSG00000196935","57522"
"15149","LOC100507334","ENSG00000261760","100507334"
"15150","PPP1R10","ENSG00000204569","5514"
"15151","PPP1R10","ENSG00000235291","5514"
"15152","PPP1R10","ENSG00000231737","5514"
"15153","PPP1R10","ENSG00000227804","5514"
"15154","PPP1R10","ENSG00000230995","5514"
"15155","PPP1R10","ENSG00000206489","5514"
"15156","PPP1R10","ENSG00000238104","5514"
"15157","SPZ1","ENSG00000164299","84654"
"15158","SLC7A3","ENSG00000165349","84889"
"15159","CD163L1","ENSG00000177675","283316"
"15160","LINC02215","ENSG00000249128","102467225"
"15161","CRYBA1","ENSG00000108255","1411"
"15162","KCTD6","ENSG00000168301","200845"
"15163","KRT23","ENSG00000108244","25984"
"15164","KRT23","ENSG00000263309","25984"
"15165","FOXO1","ENSG00000150907","2308"
"15166","ZNF691","ENSG00000164011","51058"
"15167","DNAJC8","ENSG00000126698","22826"
"15168","DNAJC8","ENSG00000285317","22826"
"15169","LOC100287944","ENSG00000257545","100287944"
"15170","SMKR1","ENSG00000240204","100287482"
"15171","OR4F3","ENSG00000230178","26683"
"15172","EEF1G","ENSG00000254772","1937"
"15173","EFHB","ENSG00000163576","151651"
"15174","PLGLA","ENSG00000240935","285189"
"15175","LOC102724057","ENSG00000230303","102724057"
"15176","JADE3","ENSG00000102221","9767"
"15177","SPAG1","ENSG00000104450","6674"
"15178","ITGA7","ENSG00000135424","3679"
"15179","CCDC157","ENSG00000187860","550631"
"15180","TWF1","ENSG00000151239","5756"
"15181","TNNI3K","ENSG00000116783","51086"
"15182","SIGLEC12","ENSG00000254521","89858"
"15183","MIR186","ENSG00000207721","406962"
"15184","SLC22A3","ENSG00000146477","6581"
"15185","ABCA4","ENSG00000198691","24"
"15186","FCER1G","ENSG00000158869","2207"
"15187","HEXIM1","ENSG00000186834","10614"
"15188","SCTR","ENSG00000080293","6344"
"15189","STAU1","ENSG00000124214","6780"
"15190","SLC35D1","ENSG00000116704","23169"
"15191","CCDC170","ENSG00000120262","80129"
"15192","PATL2","ENSG00000229474","197135"
"15193","PATL2","ENSG00000282077","197135"
"15194","SP4","ENSG00000105866","6671"
"15195","LINC01531","ENSG00000205786","100128682"
"15196","HLTF","ENSG00000071794","6596"
"15197","AHDC1","ENSG00000126705","27245"
"15198","LHFPL3-AS1","ENSG00000226869","645591"
"15199","LOC106699570","ENSG00000246777","106699570"
"15200","ANKRD20A2","ENSG00000183148","441430"
"15201","PGPEP1L","ENSG00000183571","145814"
"15202","CYP4F62P","ENSG00000239402","646802"
"15203","PCAT4","ENSG00000251321","118425"
"15204","NCCRP1","ENSG00000188505","342897"
"15205","KDM6A","ENSG00000147050","7403"
"15206","SUMO4","ENSG00000177688","387082"
"15207","LOC101929269","ENSG00000254839","101929269"
"15208","C1RL","ENSG00000139178","51279"
"15209","C1RL","ENSG00000288124","51279"
"15210","POU5F1P4","ENSG00000237872","645682"
"15211","SEC61B","ENSG00000106803","10952"
"15212","OR2A12","ENSG00000221858","346525"
"15213","OR2A12","ENSG00000284768","346525"
"15214","OR2A12","ENSG00000284949","346525"
"15215","TNPO2","ENSG00000105576","30000"
"15216","KCNAB1-AS2","ENSG00000240596","100874083"
"15217","PZP","ENSG00000126838","5858"
"15218","UBE2Q1-AS1","ENSG00000229780","100874097"
"15219","C19orf71","ENSG00000183397","100128569"
"15220","MIR1913","ENSG00000222958","100302141"
"15221","BCAP31","ENSG00000185825","10134"
"15222","TESK2","ENSG00000070759","10420"
"15223","DCBLD2","ENSG00000057019","131566"
"15224","C11orf88","ENSG00000183644","399949"
"15225","LOC100507071","ENSG00000254064","100507071"
"15226","TMEM119","ENSG00000183160","338773"
"15227","TSEN2","ENSG00000154743","80746"
"15228","TLE6","ENSG00000104953","79816"
"15229","NUPR2","ENSG00000185290","389493"
"15230","LINC01193","ENSG00000258710","348120"
"15231","FYB1","ENSG00000082074","2533"
"15232","COPA","ENSG00000122218","1314"
"15233","AP3S1","ENSG00000177879","1176"
"15234","ESRP1","ENSG00000104413","54845"
"15235","LINC01895","ENSG00000259256","105371964"
"15236","GPC5-AS1","ENSG00000235984","100873969"
"15237","FAM200B","ENSG00000237765","285550"
"15238","MED23","ENSG00000112282","9439"
"15239","SEMA3F","ENSG00000001617","6405"
"15240","TMSB4Y","ENSG00000154620","9087"
"15241","DXO","ENSG00000204348","1797"
"15242","DXO","ENSG00000206346","1797"
"15243","DXO","ENSG00000236765","1797"
"15244","DXO","ENSG00000224313","1797"
"15245","DXO","ENSG00000234798","1797"
"15246","DXO","ENSG00000225682","1797"
"15247","ENG","ENSG00000106991","2022"
"15248","GSS","ENSG00000100983","2937"
"15249","H2BC18","ENSG00000203814","440689"
"15250","LOC105369614","ENSG00000256988","105369614"
"15251","MTBP","ENSG00000172167","27085"
"15252","DEFA6","ENSG00000164822","1671"
"15253","DEFA6","ENSG00000285136","1671"
"15254","LRR1","ENSG00000165501","122769"
"15255","LOC101928343","ENSG00000261222","101928343"
"15256","SNCG","ENSG00000173267","6623"
"15257","NDEL1","ENSG00000166579","81565"
"15258","NSMCE4A","ENSG00000107672","54780"
"15259","MIR152","ENSG00000207947","406943"
"15260","PCDHA13","ENSG00000239389","56136"
"15261","AP1S2","ENSG00000182287","8905"
"15262","LPIN2","ENSG00000101577","9663"
"15263","SH2D4A","ENSG00000104611","63898"
"15264","MRPL19","ENSG00000115364","9801"
"15265","MND1","ENSG00000121211","84057"
"15266","LINC01210","ENSG00000239513","100507274"
"15267","LOC107984704","ENSG00000259035","107984704"
"15268","SRRD","ENSG00000100104","402055"
"15269","PTPN4","ENSG00000088179","5775"
"15270","SPATA20","ENSG00000006282","64847"
"15271","ZNF420","ENSG00000197050","147923"
"15272","CFAP73","ENSG00000186710","387885"
"15273","C2orf66","ENSG00000187944","401027"
"15274","DCTN3","ENSG00000137100","11258"
"15275","TRO","ENSG00000067445","7216"
"15276","MAGEB18","ENSG00000176774","286514"
"15277","PEG3","ENSG00000198300","5178"
"15278","FAM230B","ENSG00000215498","642633"
"15279","TRIM65","ENSG00000141569","201292"
"15280","LINC00641","ENSG00000258441","283624"
"15281","LOC401040","ENSG00000196758","401040"
"15282","LOC100507642","ENSG00000240859","100507642"
"15283","SAA4","ENSG00000148965","6291"
"15284","MAP3K7","ENSG00000135341","6885"
"15285","LOC652276","ENSG00000215154","652276"
"15286","ELK4","ENSG00000158711","2005"
"15287","OR6B3","ENSG00000178586","150681"
"15288","MIR661","ENSG00000207574","724031"
"15289","TAPBP","ENSG00000231925","6892"
"15290","TAPBP","ENSG00000206208","6892"
"15291","TAPBP","ENSG00000206281","6892"
"15292","TAPBP","ENSG00000236490","6892"
"15293","TAPBP","ENSG00000112493","6892"
"15294","APOB","ENSG00000084674","338"
"15295","MRPL33","ENSG00000243147","9553"
"15296","FSCN3","ENSG00000106328","29999"
"15297","ARHGDIA","ENSG00000141522","396"
"15298","SLC39A9","ENSG00000029364","55334"
"15299","ABHD10","ENSG00000144827","55347"
"15300","MBIP","ENSG00000151332","51562"
"15301","CCR6","ENSG00000112486","1235"
"15302","LINC01231","ENSG00000236511","101929247"
"15303","LINC00656","ENSG00000233746","200261"
"15304","SP140L","ENSG00000185404","93349"
"15305","DNM3","ENSG00000197959","26052"
"15306","LOC105369748","ENSG00000257433","105369748"
"15307","TRIOBP","ENSG00000100106","11078"
"15308","PTPRVP","ENSG00000243323","148713"
"15309","KLHL11","ENSG00000178502","55175"
"15310","C6orf99","ENSG00000203711","100130967"
"15311","LOC101928174","ENSG00000250007","101928174"
"15312","MAPKAPK3","ENSG00000114738","7867"
"15313","GNG7","ENSG00000176533","2788"
"15314","LINC00592","ENSG00000258279","283404"
"15315","SCAMP4","ENSG00000227500","113178"
"15316","CYTL1","ENSG00000170891","54360"
"15317","MIR1273C","ENSG00000264814","100422821"
"15318","MAFG","ENSG00000197063","4097"
"15319","RNVU1-6","ENSG00000201558","101954276"
"15320","NEURL3","ENSG00000163121","93082"
"15321","C5orf49","ENSG00000215217","134121"
"15322","AP3M1","ENSG00000185009","26985"
"15323","UBE2F","ENSG00000184182","140739"
"15324","GHDC","ENSG00000167925","84514"
"15325","CAPN10","ENSG00000142330","11132"
"15326","NAALADL2-AS3","ENSG00000230292","100862679"
"15327","LOC105378663","ENSG00000228436","105378663"
"15328","TRIM43B","ENSG00000144010","653192"
"15329","TALDO1","ENSG00000177156","6888"
"15330","SIAE","ENSG00000110013","54414"
"15331","RAC1","ENSG00000136238","5879"
"15332","GS1-594A7.3","ENSG00000225833","104798195"
"15333","LINC01838","ENSG00000269037","100652911"
"15334","LINC02623","ENSG00000234944","101929445"
"15335","MIR933","ENSG00000215973","100126350"
"15336","GNL3L","ENSG00000130119","54552"
"15337","ATF3","ENSG00000162772","467"
"15338","OR4A16","ENSG00000181961","81327"
"15339","CCT3","ENSG00000163468","7203"
"15340","FERMT3","ENSG00000149781","83706"
"15341","NEUROG2","ENSG00000178403","63973"
"15342","MACO1","ENSG00000204178","55219"
"15343","LOC101927513","ENSG00000254278","101927513"
"15344","OSBPL2","ENSG00000130703","9885"
"15345","CP","ENSG00000047457","1356"
"15346","FTCDNL1","ENSG00000226124","348751"
"15347","LINC00239","ENSG00000258512","145200"
"15348","TPM3P9","ENSG00000241015","147804"
"15349","CCDC148-AS1","ENSG00000227480","554201"
"15350","HELQ","ENSG00000163312","113510"
"15351","ASPSCR1","ENSG00000169696","79058"
"15352","WWC3","ENSG00000047644","55841"
"15353","ARL3","ENSG00000138175","403"
"15354","ELP1","ENSG00000070061","8518"
"15355","ZNF233","ENSG00000159915","353355"
"15356","GRHL2","ENSG00000083307","79977"
"15357","LIAS","ENSG00000121897","11019"
"15358","MUC22","ENSG00000261272","100507679"
"15359","CDKL2","ENSG00000138769","8999"
"15360","LINC01807","ENSG00000232023","101928765"
"15361","PTP4A1","ENSG00000112245","7803"
"15362","ITIH4","ENSG00000055955","3700"
"15363","MIR4290HG","ENSG00000227555","286370"
"15364","PTPRK","ENSG00000152894","5796"
"15365","PTPRK","ENSG00000273993","5796"
"15366","ZNF510","ENSG00000081386","22869"
"15367","VN1R3","ENSG00000180663","317702"
"15368","TMEM147","ENSG00000105677","10430"
"15369","SLC22A20P","ENSG00000197847","440044"
"15370","ZNF574","ENSG00000105732","64763"
"15371","SLC6A7","ENSG00000011083","6534"
"15372","ABHD12B","ENSG00000131969","145447"
"15373","SLC4A1","ENSG00000004939","6521"
"15374","SAMD7","ENSG00000187033","344658"
"15375","NME8","ENSG00000086288","51314"
"15376","ADRB3","ENSG00000188778","155"
"15377","DOHH","ENSG00000129932","83475"
"15378","PATE1","ENSG00000171053","160065"
"15379","SNORD38A","ENSG00000202031","94162"
"15380","ATAD3B","ENSG00000160072","83858"
"15381","ZNF226","ENSG00000167380","7769"
"15382","SLC6A5","ENSG00000165970","9152"
"15383","SS18L1","ENSG00000184402","26039"
"15384","ZFP69","ENSG00000187815","339559"
"15385","ZNF487","ENSG00000243660","642819"
"15386","DHRS12","ENSG00000102796","79758"
"15387","MEIKIN","ENSG00000239642","728637"
"15388","THAP11","ENSG00000168286","57215"
"15389","LINC02055","ENSG00000254101","107986980"
"15390","AK3","ENSG00000147853","50808"
"15391","LINC01944","ENSG00000254299","105377728"
"15392","GDF6","ENSG00000156466","392255"
"15393","MTA2","ENSG00000149480","9219"
"15394","TRIM47","ENSG00000132481","91107"
"15395","LINC01878","ENSG00000234308","102725079"
"15396","ZNRF3","ENSG00000183579","84133"
"15397","CRYAB","ENSG00000109846","1410"
"15398","OR10J3","ENSG00000196266","441911"
"15399","ARHGEF16","ENSG00000130762","27237"
"15400","RTP2","ENSG00000198471","344892"
"15401","SNORA2B","ENSG00000207313","677794"
"15402","HLA-DRB5","ENSG00000198502","3127"
"15403","FN3K","ENSG00000167363","64122"
"15404","LINC02236","ENSG00000251365","109729133"
"15405","TXN","ENSG00000136810","7295"
"15406","LINC02274","ENSG00000258586","100506498"
"15407","KLHL7","ENSG00000122550","55975"
"15408","ATF2","ENSG00000115966","1386"
"15409","CDH9","ENSG00000113100","1007"
"15410","EPN1","ENSG00000063245","29924"
"15411","KANSL2","ENSG00000139620","54934"
"15412","LINC01820","ENSG00000228100","105374582"
"15413","RCOR2","ENSG00000167771","283248"
"15414","LOC105372482","ENSG00000268516","105372482"
"15415","CTTN","ENSG00000085733","2017"
"15416","CTTN","ENSG00000288401","2017"
"15417","MST1L","ENSG00000186715","11223"
"15418","CNR1","ENSG00000118432","1268"
"15419","TRNT1","ENSG00000072756","51095"
"15420","SBF1","ENSG00000100241","6305"
"15421","MSX1","ENSG00000163132","4487"
"15422","DAGLB","ENSG00000164535","221955"
"15423","C1orf50","ENSG00000164008","79078"
"15424","C1orf50","ENSG00000283580","79078"
"15425","LINC01904","ENSG00000259837","388456"
"15426","IFI16","ENSG00000163565","3428"
"15427","ACKR2","ENSG00000144648","1238"
"15428","MTF2","ENSG00000143033","22823"
"15429","ARFRP1","ENSG00000101246","10139"
"15430","STARD7","ENSG00000084090","56910"
"15431","UBE2QL1","ENSG00000215218","134111"
"15432","EXD2","ENSG00000081177","55218"
"15433","ARF4-AS1","ENSG00000272146","106144532"
"15434","FAM81A","ENSG00000157470","145773"
"15435","BEST1","ENSG00000167995","7439"
"15436","DDX55","ENSG00000111364","57696"
"15437","LEFTY1","ENSG00000243709","10637"
"15438","OTOP1","ENSG00000163982","133060"
"15439","DLGAP2-AS1","ENSG00000253267","100507435"
"15440","ZNF716","ENSG00000182111","441234"
"15441","PCM1","ENSG00000078674","5108"
"15442","LSM14B","ENSG00000149657","149986"
"15443","NAV1","ENSG00000134369","89796"
"15444","CXorf58","ENSG00000165182","254158"
"15445","PYGM","ENSG00000068976","5837"
"15446","COL5A3","ENSG00000080573","50509"
"15447","LOC286059","ENSG00000246130","286059"
"15448","TNFRSF4","ENSG00000186827","7293"
"15449","PPP1R11","ENSG00000204619","6992"
"15450","PPP1R11","ENSG00000234058","6992"
"15451","PPP1R11","ENSG00000237829","6992"
"15452","PPP1R11","ENSG00000236560","6992"
"15453","PPP1R11","ENSG00000233314","6992"
"15454","PPP1R11","ENSG00000206501","6992"
"15455","PPP1R11","ENSG00000227720","6992"
"15456","PPP1R11","ENSG00000237403","6992"
"15457","ATG4C","ENSG00000125703","84938"
"15458","NLRP8","ENSG00000179709","126205"
"15459","TMEM229A","ENSG00000234224","730130"
"15460","RNVU1-18","ENSG00000206737","26863"
"15461","PGK1","ENSG00000102144","5230"
"15462","ZCCHC13","ENSG00000187969","389874"
"15463","KRTAP13-2","ENSG00000182816","337959"
"15464","ZFP41","ENSG00000181638","286128"
"15465","SREK1","ENSG00000153914","140890"
"15466","FAM204A","ENSG00000165669","63877"
"15467","KIAA1841","ENSG00000162929","84542"
"15468","PPME1","ENSG00000214517","51400"
"15469","LINC02556","ENSG00000236611","102724679"
"15470","ATF7IP2","ENSG00000166669","80063"
"15471","TBC1D28","ENSG00000189375","254272"
"15472","EPHA1-AS1","ENSG00000229153","285965"
"15473","CENPVL3","ENSG00000224109","347549"
"15474","PJVK","ENSG00000204311","494513"
"15475","BIVM","ENSG00000134897","54841"
"15476","KRBOX4","ENSG00000147121","55634"
"15477","MIR621","ENSG00000207652","693206"
"15478","TOMM22","ENSG00000100216","56993"
"15479","LINC02439","ENSG00000255814","105370016"
"15480","GMEB2","ENSG00000101216","26205"
"15481","NAT16","ENSG00000167011","375607"
"15482","CDCA4","ENSG00000170779","55038"
"15483","GOSR1","ENSG00000108587","9527"
"15484","MED9","ENSG00000141026","55090"
"15485","CLK4","ENSG00000113240","57396"
"15486","ZPR1","ENSG00000109917","8882"
"15487","LRRC3B","ENSG00000179796","116135"
"15488","HAND2","ENSG00000164107","9464"
"15489","SIRT7","ENSG00000187531","51547"
"15490","SHQ1","ENSG00000144736","55164"
"15491","SPIN2A","ENSG00000147059","54466"
"15492","PSMG2","ENSG00000128789","56984"
"15493","LINC01876","ENSG00000226383","101929378"
"15494","TUBA3C","ENSG00000198033","7278"
"15495","SSR4","ENSG00000180879","6748"
"15496","LINC01399","ENSG00000233080","104310353"
"15497","CYYR1-AS1","ENSG00000197934","100996571"
"15498","SERPINA12","ENSG00000165953","145264"
"15499","RAD21L1","ENSG00000244588","642636"
"15500","CATSPER2P1","ENSG00000205771","440278"
"15501","DMXL1","ENSG00000172869","1657"
"15502","LRP10","ENSG00000197324","26020"
"15503","LINC00408","ENSG00000226250","100652856"
"15504","DPY19L2P4","ENSG00000235436","442523"
"15505","WASF2","ENSG00000158195","10163"
"15506","NLRX1","ENSG00000160703","79671"
"15507","LINC01744","ENSG00000236497","101927683"
"15508","LAPTM5","ENSG00000162511","7805"
"15509","ZSCAN16","ENSG00000196812","80345"
"15510","NANOS1","ENSG00000188613","340719"
"15511","CACNA1B","ENSG00000148408","774"
"15512","OR7E12P","ENSG00000189398","10821"
"15513","LOC339260","ENSG00000233098","339260"
"15514","F13A1","ENSG00000124491","2162"
"15515","LOC107984893","ENSG00000259929","107984893"
"15516","FPR3","ENSG00000187474","2359"
"15517","ALX3","ENSG00000156150","257"
"15518","LOC653160","ENSG00000241014","653160"
"15519","HSPA12A","ENSG00000165868","259217"
"15520","LOC283922","ENSG00000214331","283922"
"15521","LCE4A","ENSG00000187170","199834"
"15522","LOC101928446","ENSG00000260862","101928446"
"15523","KHDC4","ENSG00000132680","22889"
"15524","OR14K1","ENSG00000153230","343170"
"15525","INS","ENSG00000254647","3630"
"15526","LOC100505915","ENSG00000260735","100505915"
"15527","SNORD99","ENSG00000221539","692212"
"15528","ABHD14A","ENSG00000248487","25864"
"15529","LCTL","ENSG00000188501","197021"
"15530","WWC2-AS1","ENSG00000251128","101928734"
"15531","FCGR2A","ENSG00000143226","2212"
"15532","CD3E","ENSG00000198851","916"
"15533","ASB3","ENSG00000115239","51130"
"15534","MLXIP","ENSG00000175727","22877"
"15535","MLXIP","ENSG00000281178","22877"
"15536","SLC25A31","ENSG00000151475","83447"
"15537","OTUB1","ENSG00000167770","55611"
"15538","CHRD","ENSG00000090539","8646"
"15539","ANXA6","ENSG00000197043","309"
"15540","CTNND1","ENSG00000198561","1500"
"15541","TUBA8","ENSG00000183785","51807"
"15542","ATG2B","ENSG00000066739","55102"
"15543","OR2T35","ENSG00000177151","403244"
"15544","UGT2B10","ENSG00000109181","7365"
"15545","UGT2B10","ENSG00000275190","7365"
"15546","MED16","ENSG00000175221","10025"
"15547","MED16","ENSG00000282092","10025"
"15548","ALDH1A1","ENSG00000165092","216"
"15549","INAFM1","ENSG00000257704","255783"
"15550","SNORA70E","ENSG00000207221","100379250"
"15551","CARD19","ENSG00000165233","84270"
"15552","ZNF730","ENSG00000183850","100129543"
"15553","PRIM1","ENSG00000198056","5557"
"15554","GATA5","ENSG00000130700","140628"
"15555","TUBD1","ENSG00000108423","51174"
"15556","DNAJC2","ENSG00000105821","27000"
"15557","B3GALT2","ENSG00000162630","8707"
"15558","RAD21-AS1","ENSG00000253327","644660"
"15559","AP4B1-AS1","ENSG00000226167","100287722"
"15560","MYOM1","ENSG00000101605","8736"
"15561","HDLBP","ENSG00000115677","3069"
"15562","AREL1","ENSG00000119682","9870"
"15563","ROCK1P1","ENSG00000263006","727758"
"15564","LINC00893","ENSG00000241769","100131434"
"15565","LRGUK","ENSG00000155530","136332"
"15566","PNPLA3","ENSG00000100344","80339"
"15567","STIM2","ENSG00000109689","57620"
"15568","SLC2A13","ENSG00000151229","114134"
"15569","TKTL2","ENSG00000151005","84076"
"15570","LINC01419","ENSG00000253898","103352670"
"15571","CCDC85C","ENSG00000205476","317762"
"15572","ZNF667","ENSG00000198046","63934"
"15573","RETSAT","ENSG00000042445","54884"
"15574","EZR-AS1","ENSG00000233893","101409257"
"15575","DPPA4","ENSG00000121570","55211"
"15576","LMNTD1","ENSG00000152936","160492"
"15577","SLC15A3","ENSG00000110446","51296"
"15578","POTEE","ENSG00000188219","445582"
"15579","SFT2D2","ENSG00000213064","375035"
"15580","HS3ST2","ENSG00000122254","9956"
"15581","ZWILCH","ENSG00000174442","55055"
"15582","EPHA4","ENSG00000116106","2043"
"15583","UBE2D3-AS1","ENSG00000246560","105377348"
"15584","UCHL1-AS1","ENSG00000251173","101410542"
"15585","CD180","ENSG00000134061","4064"
"15586","NEK6","ENSG00000119408","10783"
"15587","PITRM1","ENSG00000107959","10531"
"15588","ABCF2","ENSG00000033050","10061"
"15589","ABCF2","ENSG00000285292","10061"
"15590","PSMA1","ENSG00000129084","5682"
"15591","CABP5","ENSG00000105507","56344"
"15592","CD58","ENSG00000116815","965"
"15593","COQ3","ENSG00000132423","51805"
"15594","GRAP","ENSG00000154016","10750"
"15595","FNIP2","ENSG00000052795","57600"
"15596","RMI1","ENSG00000178966","80010"
"15597","TMEM241","ENSG00000134490","85019"
"15598","SLX4IP","ENSG00000149346","128710"
"15599","ZNF546","ENSG00000187187","339327"
"15600","ZNF546","ENSG00000281526","339327"
"15601","NAPA","ENSG00000105402","8775"
"15602","RNF113A","ENSG00000125352","7737"
"15603","TMBIM4","ENSG00000155957","51643"
"15604","PIP5K1A","ENSG00000143398","8394"
"15605","USP43","ENSG00000154914","124739"
"15606","MRPS12","ENSG00000128626","6183"
"15607","MRPS12","ENSG00000283018","6183"
"15608","XAGE2","ENSG00000155622","9502"
"15609","SLC35C1","ENSG00000181830","55343"
"15610","ARID3A","ENSG00000116017","1820"
"15611","DCAF12L1","ENSG00000198889","139170"
"15612","FREM3","ENSG00000183090","166752"
"15613","LOC283214","ENSG00000247867","283214"
"15614","METAP2","ENSG00000111142","10988"
"15615","POM121","ENSG00000196313","9883"
"15616","PRKAA1","ENSG00000132356","5562"
"15617","DNAJB8-AS1","ENSG00000242049","285224"
"15618","GALNT13","ENSG00000144278","114805"
"15619","HGS","ENSG00000185359","9146"
"15620","BATF2","ENSG00000168062","116071"
"15621","LRRC58","ENSG00000163428","116064"
"15622","SPCS2","ENSG00000118363","9789"
"15623","MPPED1","ENSG00000186732","758"
"15624","GATM","ENSG00000171766","2628"
"15625","POLR3E","ENSG00000058600","55718"
"15626","POLR3E","ENSG00000284282","55718"
"15627","RXFP4","ENSG00000173080","339403"
"15628","LOC102724684","ENSG00000267026","102724684"
"15629","AGTRAP","ENSG00000177674","57085"
"15630","EBF2","ENSG00000221818","64641"
"15631","LINC00487","ENSG00000205837","400941"
"15632","PCDHGB2","ENSG00000253910","56103"
"15633","MOB3B","ENSG00000120162","79817"
"15634","VDR","ENSG00000111424","7421"
"15635","EPS8L2","ENSG00000177106","64787"
"15636","CEBPZ","ENSG00000115816","10153"
"15637","SIGLEC15","ENSG00000197046","284266"
"15638","LOC102724452","ENSG00000259620","102724452"
"15639","ATP4A","ENSG00000105675","495"
"15640","MIAT","ENSG00000225783","440823"
"15641","GATA6-AS1","ENSG00000266010","100128893"
"15642","KCNIP2","ENSG00000120049","30819"
"15643","INPPL1","ENSG00000165458","3636"
"15644","DCUN1D5","ENSG00000137692","84259"
"15645","ST8SIA1","ENSG00000111728","6489"
"15646","NUP42","ENSG00000136243","11097"
"15647","BMI1","ENSG00000168283","648"
"15648","LRRTM2","ENSG00000146006","26045"
"15649","MRPS27","ENSG00000113048","23107"
"15650","RPL36AL","ENSG00000165502","6166"
"15651","EML2","ENSG00000125746","24139"
"15652","LINC02850","ENSG00000236436","101928271"
"15653","ARFGAP3","ENSG00000242247","26286"
"15654","LINC01708","ENSG00000224445","101928270"
"15655","WDR45","ENSG00000196998","11152"
"15656","SLC10A6","ENSG00000145283","345274"
"15657","TMPPE","ENSG00000188167","643853"
"15658","XPO7","ENSG00000130227","23039"
"15659","SMG9","ENSG00000105771","56006"
"15660","CPNE3","ENSG00000085719","8895"
"15661","ZNF540","ENSG00000171817","163255"
"15662","HDAC5","ENSG00000108840","10014"
"15663","SNORD94","ENSG00000208772","692225"
"15664","HAUS7","ENSG00000213397","55559"
"15665","TAS2R38","ENSG00000257138","5726"
"15666","KCNE1","ENSG00000180509","3753"
"15667","KLK4","ENSG00000167749","9622"
"15668","ERG28","ENSG00000133935","11161"
"15669","TAS2R8","ENSG00000121314","50836"
"15670","TAS2R8","ENSG00000272712","50836"
"15671","TAS2R8","ENSG00000277316","50836"
"15672","LINC01811","ENSG00000226320","101928114"
"15673","KAT5","ENSG00000172977","10524"
"15674","MIR326","ENSG00000199090","442900"
"15675","DEFA9P","ENSG00000233238","449492"
"15676","CTD-2194D22.4","ENSG00000249326","101929081"
"15677","NPM1","ENSG00000181163","4869"
"15678","TDRKH-AS1","ENSG00000203288","109729141"
"15679","RGS22","ENSG00000132554","26166"
"15680","C5orf47","ENSG00000185056","133491"
"15681","IRS1","ENSG00000169047","3667"
"15682","AJAP1","ENSG00000196581","55966"
"15683","SCARNA18B","ENSG00000238754","107397392"
"15684","ZNF84-DT","ENSG00000246394","101928597"
"15685","MEIS1","ENSG00000143995","4211"
"15686","REV1","ENSG00000135945","51455"
"15687","ELMO3","ENSG00000102890","79767"
"15688","PRDX6","ENSG00000117592","9588"
"15689","ELP6","ENSG00000163832","54859"
"15690","TRIM50","ENSG00000146755","135892"
"15691","PRB4","ENSG00000230657","5545"
"15692","PRB4","ENSG00000274839","5545"
"15693","RFX2","ENSG00000087903","5990"
"15694","LOC101927539","ENSG00000263499","101927539"
"15695","GABRA6","ENSG00000145863","2559"
"15696","PPARG","ENSG00000132170","5468"
"15697","TXK","ENSG00000074966","7294"
"15698","CTXND1","ENSG00000259417","100996492"
"15699","LINC00543","ENSG00000260704","100132234"
"15700","WDR59","ENSG00000103091","79726"
"15701","MUC5AC","ENSG00000215182","4586"
"15702","MUC5AC","ENSG00000283158","4586"
"15703","WDR87","ENSG00000171804","83889"
"15704","ERVV-1","ENSG00000269526","147664"
"15705","TMEM108","ENSG00000144868","66000"
"15706","ETV4","ENSG00000175832","2118"
"15707","FGF9","ENSG00000102678","2254"
"15708","TM4SF5","ENSG00000142484","9032"
"15709","LINC02158","ENSG00000225611","729083"
"15710","SDK1","ENSG00000146555","221935"
"15711","NKX1-1","ENSG00000235608","54729"
"15712","PDX1","ENSG00000139515","3651"
"15713","TUBB1","ENSG00000101162","81027"
"15714","NUMA1","ENSG00000137497","4926"
"15715","BAALC","ENSG00000164929","79870"
"15716","LMAN1","ENSG00000074695","3998"
"15717","TSSC2","ENSG00000223756","650368"
"15718","GADD45B","ENSG00000099860","4616"
"15719","RSPH10B2","ENSG00000169402","728194"
"15720","MS4A4E","ENSG00000214787","643680"
"15721","HMOX2","ENSG00000103415","3163"
"15722","HMOX2","ENSG00000277424","3163"
"15723","HBE1","ENSG00000213931","3046"
"15724","LINC00571","ENSG00000223685","100874188"
"15725","NFATC2IP","ENSG00000176953","84901"
